 0.02905, 0.01504, 0.04586, 0.00564, -0.00825, 0.99995, 
 0.02902, 0.01503, 0.04586, 0.00618, -0.00846, 0.99995, 
 -0.03100, -0.01362, 0.04650, -0.01388, 0.04044, 0.99909, 
 -0.03099, -0.01361, 0.04652, -0.01332, 0.04099, 0.99907, 
 -0.03101, -0.01363, 0.04652, -0.01408, 0.04098, 0.99906, 
 -0.03101, -0.01365, 0.04651, -0.01455, 0.03936, 0.99912, 
 -0.03100, -0.01368, 0.04646, -0.01493, 0.03817, 0.99916, 
 -0.01528, -0.01454, 0.04653, 0.01518, 0.02218, 0.99964, 
 -0.01528, -0.01453, 0.04655, 0.01503, 0.02278, 0.99963, 
 -0.01527, -0.01454, 0.04653, 0.01458, 0.02267, 0.99964, 
 -0.01527, -0.01455, 0.04653, 0.01590, 0.02211, 0.99963, 
 -0.01535, -0.01458, 0.04651, 0.01553, 0.02116, 0.99966, 
 -0.00014, -0.01430, 0.04619, 0.02908, 0.01296, 0.99949, 
 -0.00018, -0.01430, 0.04618, 0.02798, 0.01343, 0.99952, 
 -0.00015, -0.01430, 0.04619, 0.02966, 0.01320, 0.99947, 
 -0.00010, -0.01427, 0.04624, 0.02972, 0.01363, 0.99947, 
 -0.00013, -0.01427, 0.04623, 0.02827, 0.01369, 0.99951, 
 0.01433, -0.01440, 0.04589, 0.02016, 0.01576, 0.99967, 
 0.01431, -0.01440, 0.04589, 0.01985, 0.01567, 0.99968, 
 0.01433, -0.01437, 0.04589, 0.02103, 0.01708, 0.99963, 
 0.01434, -0.01437, 0.04595, 0.01939, 0.01731, 0.99966, 
 0.01437, -0.01438, 0.04594, 0.02098, 0.01709, 0.99963, 
 0.02939, -0.01416, 0.04616, 0.01387, 0.02591, 0.99957, 
 0.02939, -0.01419, 0.04618, 0.01274, 0.02469, 0.99961, 
 0.02941, -0.01421, 0.04615, 0.01452, 0.02408, 0.99960, 
 0.02946, -0.01426, 0.04616, 0.01609, 0.02293, 0.99961, 
 0.02944, -0.01425, 0.04617, 0.01471, 0.02284, 0.99963, 
